sample,scenario,area_index,package_index,yield_cost_index,energy_index,thermal_index,combined_cost_index,normalized_performance,performance_per_cost
338,hbm2_8hi_no_pim,0.997846486816483,1.0,0.9907510524939407,1.3090719101068453,0.7882243952055835,1.0039875565263308,0.6021245961509091,0.5997331264086415
339,hbm2_4hi_1stack,0.5615600273697985,0.725,0.7321836222339877,0.75,0.5973933801110306,0.6685519724966201,1.0,1.4957700240799985
339,hbm2_8hi_1stack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
339,hbm2_12hi_1stack,1.4384399726302015,1.275,1.3657776132015487,1.25,1.504344366481616,1.363351495730614,1.0,0.7334865609723811
339,hbm2_8hi_2stack,2.0,2.0,2.8691628639268445,1.0,2.0,1.8714103954918337,2.0,1.068712669769247
339,hbm2_8hi_no_pim,0.9965159065116456,1.0,0.9886086870197123,0.802204180125268,0.710911584076658,0.8910905415083485,0.8861978056081009,0.9945092718726812
340,hbm2_4hi_1stack,0.5674967169311612,0.725,0.48472389206815714,0.75,0.664343643243401,0.6301587438824756,1.0,1.5869017286642613
340,hbm2_8hi_1stack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
340,hbm2_12hi_1stack,1.432503283068839,1.275,2.063030142238975,1.2499999999999998,1.3927605945943315,1.4567317085438194,1.0,0.6864682042238387
340,hbm2_8hi_2stack,2.0,2.0,5.213599112636223,1.0,2.0,2.108849195032991,2.0,0.9483845524424576
340,hbm2_8hi_no_pim,0.9908510541234175,1.0,0.9886300548833917,1.4460610903877584,0.8458670880429947,1.0368267431366878,0.5849456109881063,0.5641691004405268
341,hbm2_4hi_1stack,0.5588917757426731,0.725,0.8601425128522882,0.75,0.6529641049867303,0.7021620317120936,1.0,1.4241727049263588
341,hbm2_8hi_1stack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
341,hbm2_12hi_1stack,1.441108224257327,1.275,1.1625980405083525,1.2499999999999998,1.4117264916887824,1.3039453475220906,1.0,0.7669033076426991
341,hbm2_8hi_2stack,2.0,2.0,2.09252802345072,1.0,2.0,1.756921081295157,2.0,1.1383550583419784
341,hbm2_8hi_no_pim,0.9951757560493087,1.0,0.9859475894329325,2.1353542777869117,0.8946227428166084,1.133894629030219,0.4189575248111982,0.36948541256388007
342,hbm2_4hi_1stack,0.5490617084665417,0.725,0.8576350905145504,0.75,0.6276781780619834,0.6937643828695541,1.0,1.4414115580044504
342,hbm2_8hi_1stack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
342,hbm2_12hi_1stack,1.4509382915334583,1.275,1.1659970668877782,1.25,1.4538697032300278,1.3141907827944526,1.0,0.7609245271631205
342,hbm2_8hi_2stack,2.0,2.0,1.5433333460808523,1.0,2.0,1.653141183857871,2.0,1.209818023729031
342,hbm2_8hi_no_pim,0.9918723342122223,1.0,0.9912935612625451,0.8589496358861853,0.7244199375430057,0.906406959270046,0.8433788283705547,0.9304637610568992
343,hbm2_4hi_1stack,0.5608703430765967,0.725,0.7315543471588766,0.7499999999999999,0.6359856498848685,0.6766921394588356,1.0,1.4777768821132167
343,hbm2_8hi_1stack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
343,hbm2_12hi_1stack,1.4391296569234036,1.275,1.3669524402167532,1.25,1.4400239168585525,1.351850438116138,1.0,0.7397268009866115
343,hbm2_8hi_2stack,2.0,2.0,3.033626415676272,1.0,2.0,1.8923890084221853,2.0,1.0568651535698452
343,hbm2_8hi_no_pim,0.9889973326625174,1.0,0.9602175393795764,1.1714166798721202,0.8063224638525288,0.9784913337108909,0.6883310419829027,0.7034615619664546
344,hbm2_4hi_1stack,0.5602409564229385,0.725,0.6151567389475058,0.7499999999999999,0.617884879578952,0.6497308613509896,1.0,1.5390988168865698
344,hbm2_8hi_1stack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
344,hbm2_12hi_1stack,1.4397590435770615,1.275,1.6256019591217303,1.2499999999999998,1.4701918673684125,1.4054637497277278,1.0,0.7115089237938182
344,hbm2_8hi_2stack,2.0,2.0,3.4497949400337826,1.0,2.0,1.9416755126743264,2.0,1.0300382257204972
344,hbm2_8hi_no_pim,0.988045530545004,1.0,0.9763508237971903,0.9984628183007983,0.6826245098870232,0.9195584210981831,0.6836754432666062,0.7434823362828068
345,hbm2_4hi_1stack,0.5705093860476877,0.725,0.5730995208164226,0.75,0.5945724031984042,0.637998079455001,1.0,1.567402837410158
345,hbm2_8hi_1stack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
345,hbm2_12hi_1stack,1.4294906139523123,1.275,1.744897637630941,1.2500000000000002,1.5090459946693267,1.43091813395871,1.0,0.6988520001723981
345,hbm2_8hi_2stack,2.0,2.0,3.6050191752303875,1.0,2.0,1.9588424779152436,2.0,1.0210111443614187
345,hbm2_8hi_no_pim,0.9960410373567562,1.0,0.9958013171494376,0.7892969652594138,0.7102417882529256,0.8892406685096002,0.8998410224718074,1.011920680573431
346,hbm2_4hi_1stack,0.5488395762510414,0.725,0.450459824940893,0.75,0.5786615251346137,0.6000467284878664,1.0,1.66653687541973
346,hbm2_8hi_1stack,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
